,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,isOpen,vwap
996,002230.XSHE,002230,科大讯飞,XSHE,2012-06-13,79.783,23.2,79.99,82.225,79.921,81.606,780932,62195092.0,2209,0.0081,3.4389352798,7762530073.2,8972689737.48,1,81.151
997,002230.XSHE,002230,科大讯飞,XSHE,2012-06-14,81.606,23.73,81.021,82.5,78.408,78.82,1093443,85419776.0,4466,0.0113,3.4389352798,7497563812.8,8666415877.92,1,79.6
998,002230.XSHE,002230,科大讯飞,XSHE,2012-06-15,78.82,22.92,79.096,79.886,76.0,77.617,931596,71246904.0,4281,0.0096,3.4389352798,7383072218.8,8534075321.32,1,77.927
999,002230.XSHE,002230,科大讯飞,XSHE,2012-06-18,77.617,22.57,77.617,78.752,77.514,78.064,709355,54286092.0,2129,0.0073,3.4389352798,7425597668.0,8583230385.2,1,77.979
1000,002230.XSHE,002230,科大讯飞,XSHE,2012-06-19,78.064,22.7,78.064,80.265,77.445,79.439,1072376,83230264.0,2761,0.0111,3.4389352798,7556445204.0,8734476735.6,1,79.083
1001,002230.XSHE,002230,科大讯飞,XSHE,2012-06-20,79.439,23.1,79.783,79.783,78.27,79.646,416433,32329100.0,1961,0.0043,3.4389352798,7576072334.4,8757163688.16,1,79.104
1002,002230.XSHE,002230,科大讯飞,XSHE,2012-06-21,79.646,23.16,79.096,79.715,77.273,77.72,475049,36371220.0,1676,0.0049,3.4389352798,7392885784.0,8545418797.6,1,78.014
1003,002230.XSHE,002230,科大讯飞,XSHE,2012-06-25,77.72,22.6,76.998,78.408,75.519,75.691,597005,44748472.0,2050,0.0062,3.4389352798,7199885668.4,8322330430.76,1,76.375
1004,002230.XSHE,002230,科大讯飞,XSHE,2012-06-26,75.691,22.01,75.691,76.104,75.21,75.244,353697,26206496.0,1745,0.0036,3.4389352798,7157360219.2,8273175366.88,1,75.497
1005,002230.XSHE,002230,科大讯飞,XSHE,2012-06-27,75.244,21.88,75.244,76.757,74.281,76.104,533768,39756304.0,1715,0.0055,3.4389352798,7239139929.2,8367704335.88,1,75.893
1006,002230.XSHE,002230,科大讯飞,XSHE,2012-06-28,76.104,22.13,76.104,76.516,70.842,71.771,603166,43629352.0,2101,0.0062,3.4389352798,6826970190.8,7891278332.12,1,73.704
1007,002230.XSHE,002230,科大讯飞,XSHE,2012-06-29,71.771,20.87,71.53,71.564,64.583,67.747,2905423,189986416.0,6046,0.03,3.4389352798,6444241148.0,7448882757.2,1,66.629
1008,002230.XSHE,002230,科大讯飞,XSHE,2012-07-02,67.747,19.7,66.99,70.773,66.99,69.295,1278257,87034704.0,4207,0.0132,3.4389352798,6591426491.0,7619034901.4,1,69.378
1009,002230.XSHE,002230,科大讯飞,XSHE,2012-07-03,69.295,20.15,70.67,76.241,70.636,76.241,3092387,227066832.0,5891,0.0319,3.4389352798,7252204729.8,8382828970.92,1,74.819
1010,002230.XSHE,002230,科大讯飞,XSHE,2012-07-04,76.241,22.17,77.376,79.921,75.657,77.376,2518222,193061424.0,7235,0.026,3.4389352798,7360153650.0,8507607210.0,1,78.118
1011,002230.XSHE,002230,科大讯飞,XSHE,2012-07-05,77.376,22.5,76.688,78.717,75.657,76.654,1209386,91559528.0,4248,0.0125,3.4389352798,7291458882.6,8428202876.04,1,77.142
1012,002230.XSHE,002230,科大讯飞,XSHE,2012-07-06,76.654,22.29,76.757,79.027,74.04,78.992,1574452,117961448.0,4605,0.0162,3.4389352798,7513899081.8,8685321671.72,1,76.342
1013,002230.XSHE,002230,科大讯飞,XSHE,2012-07-09,78.992,22.97,78.408,81.159,77.754,79.508,2095903,163913264.0,6162,0.0216,3.4389352798,7562966772.8,8742039053.12,1,79.688
1014,002230.XSHE,002230,科大讯飞,XSHE,2012-07-10,79.508,23.12,79.096,79.439,74.969,75.657,1232671,92283280.0,4120,0.0127,3.4389352798,7196594680.0,8318549272.0,1,76.283
1015,002230.XSHE,002230,科大讯飞,XSHE,2012-07-11,75.657,22.0,75.038,77.995,75.038,77.135,775114,58524920.0,2797,0.008,3.4389352798,7337255394.2,8481139098.68,1,76.935
1016,002230.XSHE,002230,科大讯飞,XSHE,2012-07-12,77.135,22.43,76.688,80.746,75.829,80.505,1302410,100876112.0,4451,0.0134,3.4389352798,7657830975.4,8851692657.16,1,78.921
1017,002230.XSHE,002230,科大讯飞,XSHE,2012-07-13,80.505,23.41,80.402,80.437,78.477,78.752,735496,57162136.0,2919,0.0076,3.4389352798,7491000826.0,8658853560.4,1,79.191
1018,002230.XSHE,002230,科大讯飞,XSHE,2012-07-16,78.752,22.9,79.027,79.027,72.114,73.559,1694937,123868464.0,5573,0.0175,3.4389352798,6997052736.6,8087898587.64,1,74.466
1019,002230.XSHE,002230,科大讯飞,XSHE,2012-07-17,73.559,21.39,73.112,73.249,69.123,70.739,973761,67871032.0,2987,0.01,3.4389352798,6728816025.8,7777843569.32,1,71.02
1020,002230.XSHE,002230,科大讯飞,XSHE,2012-07-18,70.739,20.57,70.773,72.837,69.638,71.564,1044813,72784176.0,2418,0.0108,3.4389352798,6807324331.4,7868591379.56,1,70.982
1021,002230.XSHE,002230,科大讯飞,XSHE,2012-07-19,71.564,20.81,71.702,74.006,71.083,72.596,725674,51625468.0,2468,0.0075,3.4389352798,6905459713.4,7982026142.36,1,72.489
1022,002230.XSHE,002230,科大讯飞,XSHE,2012-07-20,72.596,21.11,72.768,74.762,70.533,71.461,891803,63474456.0,2930,0.0092,3.4389352798,6797510793.2,7857247903.28,1,72.524
1023,002230.XSHE,002230,科大讯飞,XSHE,2012-07-23,71.461,20.78,70.498,72.63,69.466,72.218,855868,60239108.0,2074,0.0088,3.4389352798,6869476740.0,7940433396.0,1,71.717
1024,002230.XSHE,002230,科大讯飞,XSHE,2012-07-24,72.218,21.0,72.183,72.493,70.601,71.874,992172,69538176.0,3537,0.0102,3.4389352798,6836764946.0,7902621808.4,1,71.415
1025,002230.XSHE,002230,科大讯飞,XSHE,2012-07-25,71.874,20.9,71.874,71.874,69.398,69.638,649863,44829736.0,2256,0.0067,3.4389352798,6624138285.0,7656846489.0,1,70.29
1026,002230.XSHE,002230,科大讯飞,XSHE,2012-07-26,69.638,20.25,69.638,70.876,68.985,69.019,435702,29856706.0,2043,0.0045,3.4389352798,6565257055.8,7588785631.32,1,69.824
1027,002230.XSHE,002230,科大讯飞,XSHE,2012-07-27,69.019,20.07,69.776,69.914,66.715,66.715,629650,42142852.0,2761,0.0065,3.4389352798,6346088036.0,7335447994.4,1,68.198
1028,002230.XSHE,002230,科大讯飞,XSHE,2012-07-30,66.715,19.4,66.887,68.779,66.681,66.853,577887,38233044.0,1755,0.006,3.4389352798,6359172753.6,7350572629.44,1,67.413
1029,002230.XSHE,002230,科大讯飞,XSHE,2012-07-31,66.853,19.44,66.887,68.676,66.887,67.919,694937,46136340.0,1874,0.0072,3.4389352798,6460579315.0,7467788551.0,1,67.647
1030,002230.XSHE,002230,科大讯飞,XSHE,2012-08-01,67.919,19.75,67.747,73.009,67.403,72.218,1576155,110095216.0,3821,0.0163,3.4389352798,6869476740.0,7940433396.0,1,71.174
1031,002230.XSHE,002230,科大讯飞,XSHE,2012-08-02,72.218,21.0,72.218,75.038,71.53,73.8,1432713,103878848.0,4288,0.0148,3.4389352798,7019950992.4,8114366698.96,1,73.879
1032,002230.XSHE,002230,科大讯飞,XSHE,2012-08-03,73.8,21.46,73.834,76.138,73.834,75.691,1212085,89149072.0,3013,0.0125,3.4389352798,7199865859.4,8322330430.76,1,74.943
1033,002230.XSHE,002230,科大讯飞,XSHE,2012-08-06,75.691,22.01,74.9,79.68,74.625,78.477,1338976,102438744.0,3891,0.0138,3.4389352798,7464831390.8,8628604290.32,1,77.955
1034,002230.XSHE,002230,科大讯飞,XSHE,2012-08-07,78.477,22.82,78.992,79.955,77.754,78.889,1038636,80283656.0,3592,0.0107,3.4389352798,7504085543.6,8673978195.44,1,78.762
1035,002230.XSHE,002230,科大讯飞,XSHE,2012-08-08,78.889,22.94,79.096,81.468,79.096,79.646,1164178,91578936.0,4058,0.012,3.4389352798,7576051490.4,8757163688.16,1,80.154
1036,002230.XSHE,002230,科大讯飞,XSHE,2012-08-09,79.646,23.16,79.646,83.704,78.924,83.188,1704625,136020352.0,5285,0.0176,3.4389352798,7912982968.6,9146623040.44,1,81.307
1037,002230.XSHE,002230,科大讯飞,XSHE,2012-08-10,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1038,002230.XSHE,002230,科大讯飞,XSHE,2012-08-13,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1039,002230.XSHE,002230,科大讯飞,XSHE,2012-08-14,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1040,002230.XSHE,002230,科大讯飞,XSHE,2012-08-15,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1041,002230.XSHE,002230,科大讯飞,XSHE,2012-08-16,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1042,002230.XSHE,002230,科大讯飞,XSHE,2012-08-17,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1043,002230.XSHE,002230,科大讯飞,XSHE,2012-08-20,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1044,002230.XSHE,002230,科大讯飞,XSHE,2012-08-21,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1045,002230.XSHE,002230,科大讯飞,XSHE,2012-08-22,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1046,002230.XSHE,002230,科大讯飞,XSHE,2012-08-23,83.188,24.19,0.0,0.0,0.0,83.188,0,0.0,0,0.0,3.4389352798,7912982968.6,9146623040.44,0,83.188
1047,002230.XSHE,002230,科大讯飞,XSHE,2012-08-24,83.188,24.19,91.51,91.51,91.51,91.51,771217,69262048.0,608,0.008,3.4389352798,8704608383.4,10061663460.4,1,91.51
1048,002230.XSHE,002230,科大讯飞,XSHE,2012-08-27,91.51,26.61,94.846,98.01,91.029,93.573,6760575,625587650.0,18013,0.0698,3.4389352798,8900879147.4,10288532986.0,1,94.288
1049,002230.XSHE,002230,科大讯飞,XSHE,2012-08-28,93.573,27.21,93.092,99.145,93.092,94.846,4100492,386211520.0,14043,0.0423,3.4389352798,9021912785.2,10428435860.1,1,95.971
1050,002230.XSHE,002230,科大讯飞,XSHE,2012-08-29,94.846,27.58,93.401,99.248,91.407,97.7,4386213,416306272.0,14496,0.0453,3.4389352798,9293420675.4,10742272037.2,1,96.71
1051,002230.XSHE,002230,科大讯飞,XSHE,2012-08-30,97.7,28.41,97.803,98.938,92.163,92.267,3630276,337957952.0,10726,0.0375,3.4389352798,8776574330.2,10144848953.1,1,94.858
1052,002230.XSHE,002230,科大讯飞,XSHE,2012-08-31,92.267,26.83,91.82,101.208,91.51,98.869,4439523,425436512.0,12719,0.0458,3.4389352798,9404640775.0,10870831435.0,1,97.645
1053,002230.XSHE,002230,科大讯飞,XSHE,2012-09-03,98.869,28.75,99.729,103.787,98.629,102.549,5074288,503145152.0,13114,0.0524,3.4389352798,9754656970.8,11275415422.3,1,101.034
1054,002230.XSHE,002230,科大讯飞,XSHE,2012-09-04,102.549,29.82,102.136,102.308,99.454,100.176,2846244,281090592.0,8900,0.0294,3.4389352798,9528945592.2,11014515467.9,1,100.629
1055,002230.XSHE,002230,科大讯飞,XSHE,2012-09-05,100.176,29.13,99.007,100.383,96.806,97.528,2546683,245975392.0,8403,0.0263,3.4389352798,9277064778.4,10723366243.4,1,98.416
1056,002230.XSHE,002230,科大讯飞,XSHE,2012-09-06,97.528,28.36,97.391,98.973,95.568,98.973,2442975,232619040.0,8014,0.0252,3.4389352798,9414454313.2,10882174911.3,1,97.023
1057,002230.XSHE,002230,科大讯飞,XSHE,2012-09-07,98.973,28.78,99.316,102.48,98.354,101.105,3683853,362900480.0,10825,0.038,3.4389352798,9617267436.0,11116606754.4,1,100.377
1058,002230.XSHE,002230,科大讯飞,XSHE,2012-09-10,101.105,29.4,100.623,104.888,99.729,102.824,2788708,281545152.0,7934,0.0288,3.4389352798,9780826406.0,11305664692.4,1,102.872
1059,002230.XSHE,002230,科大讯飞,XSHE,2012-09-11,102.824,29.9,102.824,102.824,98.354,98.56,1883317,184293296.0,6692,0.0194,3.4389352798,9375200160.4,10836801006.2,1,99.709
1060,002230.XSHE,002230,科大讯飞,XSHE,2012-09-12,98.56,28.66,98.869,100.692,97.906,98.56,1527663,148733616.0,5091,0.0158,3.4389352798,9375200160.4,10836801006.2,1,99.205
1061,002230.XSHE,002230,科大讯飞,XSHE,2012-09-13,98.56,28.66,98.25,100.726,96.875,96.909,1245320,120583104.0,4668,0.0128,3.4389352798,9218183549.2,10655305385.7,1,98.663
1062,002230.XSHE,002230,科大讯飞,XSHE,2012-09-14,96.909,28.18,96.634,99.523,94.915,98.354,1753635,167947424.0,5257,0.0181,3.4389352798,9355573084.0,10814114053.6,1,97.585
1063,002230.XSHE,002230,科大讯飞,XSHE,2012-09-17,98.354,28.6,98.113,98.147,94.777,94.777,1034078,98205880.0,3746,0.0107,3.4389352798,9015370426.4,10420873542.6,1,96.769
1064,002230.XSHE,002230,科大讯飞,XSHE,2012-09-18,94.777,27.56,94.674,95.74,92.679,93.711,1455162,134484496.0,3778,0.015,3.4389352798,8913963865.0,10303657621.0,1,94.17
1065,002230.XSHE,002230,科大讯飞,XSHE,2012-09-19,93.711,27.25,93.711,97.15,92.954,96.359,1163910,109192160.0,3938,0.012,3.4389352798,9165844678.8,10594806845.5,1,95.592
1066,002230.XSHE,002230,科大讯飞,XSHE,2012-09-20,96.359,28.02,96.737,97.116,94.227,95.534,1016536,95508592.0,3278,0.0105,3.4389352798,9087336373.2,10504059035.3,1,95.735
1067,002230.XSHE,002230,科大讯飞,XSHE,2012-09-21,95.534,27.78,95.878,96.221,94.915,95.774,745513,69871992.0,2259,0.0077,3.4389352798,9110234629.0,10530527146.6,1,95.499
1068,002230.XSHE,002230,科大讯飞,XSHE,2012-09-24,95.774,27.85,95.259,102.308,94.639,99.695,2351035,230505424.0,6867,0.0243,3.4389352798,9483149080.6,10961579245.2,1,99.902
1069,002230.XSHE,002230,科大讯飞,XSHE,2012-09-25,99.695,28.99,98.354,100.348,95.602,95.74,1452199,139819536.0,4721,0.015,3.4389352798,9106963449.6,10526745987.8,1,98.105
1070,002230.XSHE,002230,科大讯飞,XSHE,2012-09-26,95.74,27.84,93.883,96.978,91.476,91.82,1664038,152899808.0,4950,0.0172,3.4389352798,8734048998.0,10095693889.2,1,93.625
1071,002230.XSHE,002230,科大讯飞,XSHE,2012-09-27,91.82,26.7,91.992,96.118,91.82,95.774,1673815,155802448.0,4612,0.0173,3.4389352798,9110234629.0,10530527146.6,1,94.846
1072,002230.XSHE,002230,科大讯飞,XSHE,2012-09-28,95.774,27.85,95.018,98.354,95.018,97.735,1100136,104965864.0,3349,0.0114,3.4389352798,9296691854.8,10746053195.9,1,97.219
1073,002230.XSHE,002230,科大讯飞,XSHE,2012-10-08,97.735,28.42,99.041,100.795,97.666,99.007,623955,60792744.0,2620,0.0064,3.4389352798,9417725492.6,10885956070.0,1,99.277
1074,002230.XSHE,002230,科大讯飞,XSHE,2012-10-09,99.007,28.79,98.904,101.999,98.801,101.621,1527330,150921120.0,4899,0.0158,3.4389352798,9666335127.0,11173324135.8,1,100.686
1075,002230.XSHE,002230,科大讯飞,XSHE,2012-10-10,101.621,29.55,101.621,104.372,100.692,103.134,2697730,272986208.0,6138,0.0278,3.4389352798,9810267020.6,11339695121.2,1,103.108
1076,002230.XSHE,002230,科大讯飞,XSHE,2012-10-11,103.134,29.99,102.48,104.716,100.417,103.925,1480952,148787680.0,4815,0.0153,3.4389352798,9885504146.8,11426661772.7,1,102.371
1077,002230.XSHE,002230,科大讯飞,XSHE,2012-10-12,103.925,30.22,103.925,106.263,101.792,102.171,1768380,180914512.0,6132,0.0182,3.4389352798,9718673997.4,11233822676.0,1,104.243
1078,002230.XSHE,002230,科大讯飞,XSHE,2012-10-15,102.171,29.71,102.652,103.512,100.245,102.136,916726,91798872.0,3151,0.0095,3.4389352798,9715402818.0,11230041517.2,1,102.035
1079,002230.XSHE,002230,科大讯飞,XSHE,2012-10-16,102.136,29.7,102.136,102.515,99.867,100.245,1244076,123624136.0,3687,0.0128,3.4389352798,9535487951.0,11022077785.4,1,101.253
1080,002230.XSHE,002230,科大讯飞,XSHE,2012-10-17,100.245,29.15,100.417,100.486,97.081,99.282,1399635,135258304.0,3953,0.0144,3.4389352798,9443894927.8,10916205340.1,1,98.469
1081,002230.XSHE,002230,科大讯飞,XSHE,2012-10-18,99.282,28.87,99.007,102.136,98.663,102.102,1014167,100104576.0,3669,0.0105,3.4389352798,9712131638.6,11226260358.4,1,100.576
1082,002230.XSHE,002230,科大讯飞,XSHE,2012-10-19,102.102,29.69,102.068,103.615,100.073,101.07,744431,74577048.0,3190,0.0077,3.4389352798,9613996256.6,11112825595.6,1,102.078
1083,002230.XSHE,002230,科大讯飞,XSHE,2012-10-22,101.07,29.39,101.208,101.483,99.248,101.414,649036,63953748.0,2363,0.0067,3.4389352798,9646708050.6,11150637183.2,1,100.403
1084,002230.XSHE,002230,科大讯飞,XSHE,2012-10-23,101.414,29.49,101.552,101.827,99.66,100.486,478139,47099992.0,1805,0.0049,3.4389352798,9558386206.8,11048545896.7,1,100.373
1085,002230.XSHE,002230,科大讯飞,XSHE,2012-10-24,100.486,29.22,99.729,101.861,98.732,99.041,705405,69358824.0,2741,0.0073,3.4389352798,9420996672.0,10889737228.8,1,100.188
1086,002230.XSHE,002230,科大讯飞,XSHE,2012-10-25,99.041,28.8,98.697,99.626,95.637,96.256,858515,82153384.0,3162,0.0089,3.4389352798,9156031140.6,10583463369.2,1,97.505
1087,002230.XSHE,002230,科大讯飞,XSHE,2012-10-26,96.256,27.99,96.256,97.459,93.917,94.846,789790,73726336.0,2471,0.0081,3.4389352798,9021912785.2,10428435860.1,1,95.118
1088,002230.XSHE,002230,科大讯飞,XSHE,2012-10-29,94.846,27.58,94.915,96.737,94.571,95.878,591408,55605548.0,1840,0.0061,3.4389352798,9120048167.2,10541870622.9,1,95.803
1089,002230.XSHE,002230,科大讯飞,XSHE,2012-10-30,95.878,27.88,95.912,98.01,95.912,96.29,622830,59249224.0,2199,0.0064,3.4389352798,9159302320.0,10587244528.0,1,96.931
1090,002230.XSHE,002230,科大讯飞,XSHE,2012-10-31,96.29,28.0,96.29,97.116,95.259,96.221,471486,44457308.0,1732,0.0049,3.4389352798,9152759961.2,10579682210.5,1,96.078
1091,002230.XSHE,002230,科大讯飞,XSHE,2012-11-01,96.221,27.98,96.29,97.975,95.981,97.563,834504,79666984.0,2699,0.0086,3.4389352798,9280335957.8,10727147402.1,1,97.275
1092,002230.XSHE,002230,科大讯飞,XSHE,2012-11-02,97.563,28.37,97.666,102.205,97.597,101.586,1590318,156508816.0,5130,0.0164,3.4389352798,9663063947.6,11169542977.0,1,100.278
1093,002230.XSHE,002230,科大讯飞,XSHE,2012-11-05,101.586,29.54,101.277,106.469,100.933,105.025,2823539,290734944.0,8354,0.0291,3.4389352798,9990181887.6,11547658853.0,1,104.919
1094,002230.XSHE,002230,科大讯飞,XSHE,2012-11-06,105.025,30.54,104.2,104.888,101.345,104.097,1843393,186520448.0,6115,0.019,3.4389352798,9901860043.8,11445567566.5,1,103.1
1095,002230.XSHE,002230,科大讯飞,XSHE,2012-11-07,104.097,30.27,103.512,106.263,102.859,104.853,2023445,208083568.0,5207,0.0209,3.4389352798,9973825990.6,11528753059.2,1,104.784
1096,002230.XSHE,002230,科大讯飞,XSHE,2012-11-08,104.853,30.49,103.271,105.885,100.107,100.107,1618835,162749696.0,5122,0.0167,3.4389352798,9522403233.4,11006953150.4,1,102.44
1097,002230.XSHE,002230,科大讯飞,XSHE,2012-11-09,100.107,29.11,99.901,101.896,97.769,99.007,1355737,131762712.0,3496,0.014,3.4389352798,9417725492.6,10885956070.0,1,99.03
1098,002230.XSHE,002230,科大讯飞,XSHE,2012-11-12,99.007,28.79,99.454,101.002,97.838,99.041,713479,69415968.0,2463,0.0074,3.4389352798,9420996672.0,10889737228.8,1,99.135
1099,002230.XSHE,002230,科大讯飞,XSHE,2012-11-13,99.041,28.8,99.041,99.557,96.634,96.978,629440,60676520.0,2621,0.0065,3.4389352798,9224725908.0,10662867703.2,1,98.224
1100,002230.XSHE,002230,科大讯飞,XSHE,2012-11-14,96.978,28.2,97.287,97.906,94.88,96.875,1069235,100742744.0,3134,0.011,3.4389352798,9214912369.8,10651524226.9,1,96.004
1101,002230.XSHE,002230,科大讯飞,XSHE,2012-11-15,96.875,28.17,96.875,98.354,95.946,96.428,713708,67958512.0,2005,0.0074,3.4389352798,9172387037.6,10602369163.0,1,97.023
1102,002230.XSHE,002230,科大讯飞,XSHE,2012-11-16,96.428,28.04,96.428,97.15,93.195,95.259,897112,83699952.0,2496,0.0093,3.4389352798,9061166938.0,10473809765.2,1,95.067
1103,002230.XSHE,002230,科大讯飞,XSHE,2012-11-19,95.259,27.7,95.224,96.221,93.333,94.124,577910,53404480.0,1942,0.006,3.4389352798,8953218017.8,10349031526.1,1,94.16
1104,002230.XSHE,002230,科大讯飞,XSHE,2012-11-20,94.124,27.37,94.33,97.7,94.33,96.256,864731,81836480.0,2863,0.0089,3.4389352798,9156031140.6,10583463369.2,1,96.431
1105,002230.XSHE,002230,科大讯飞,XSHE,2012-11-21,96.256,27.99,96.29,97.769,94.227,96.221,622159,58532496.0,2362,0.0064,3.4389352798,9152759961.2,10579682210.5,1,95.862
1106,002230.XSHE,002230,科大讯飞,XSHE,2012-11-22,96.221,27.98,95.774,96.187,92.748,93.47,649933,59899020.0,2520,0.0067,3.4389352798,8891065609.2,10277189509.7,1,93.908
1107,002230.XSHE,002230,科大讯飞,XSHE,2012-11-23,93.47,27.18,93.711,94.536,92.026,93.126,623727,57142264.0,2151,0.0064,3.4389352798,8858353815.2,10239377922.1,1,93.35
1108,002230.XSHE,002230,科大讯飞,XSHE,2012-11-26,93.126,27.08,92.817,94.468,84.048,87.693,2794098,241755296.0,6518,0.0288,3.4389352798,8341507470.0,9641954838.0,1,88.163
1109,002230.XSHE,002230,科大讯飞,XSHE,2012-11-27,87.693,25.5,87.039,87.039,82.534,83.222,1947502,159788704.0,4136,0.0201,3.4389352798,7916254148.0,9150404199.2,1,83.602
1110,002230.XSHE,002230,科大讯飞,XSHE,2012-11-28,83.222,24.2,83.738,84.426,81.675,83.566,739457,60179820.0,2448,0.0076,3.4389352798,7948965942.0,9188215786.8,1,82.926
1111,002230.XSHE,002230,科大讯飞,XSHE,2012-11-29,83.566,24.3,84.082,84.185,80.849,83.394,1021085,83091960.0,3254,0.0105,3.4389352798,7932610045.0,9169309993.0,1,82.918
1112,002230.XSHE,002230,科大讯飞,XSHE,2012-11-30,83.394,24.25,83.188,84.976,82.672,83.772,503547,41470752.0,1785,0.0052,3.4389352798,7968593018.4,9210902739.36,1,83.917
1113,002230.XSHE,002230,科大讯飞,XSHE,2012-12-03,83.772,24.36,84.426,86.73,83.772,84.116,1054672,88196608.0,2672,0.0109,3.4389352798,8001304812.4,9248714326.96,1,85.209
1114,002230.XSHE,002230,科大讯飞,XSHE,2012-12-04,84.116,24.46,83.566,85.079,81.881,85.01,1055493,86030816.0,3282,0.0109,3.4389352798,8086355476.8,9347024454.72,1,83.052
1115,002230.XSHE,002230,科大讯飞,XSHE,2012-12-05,85.01,24.72,84.563,90.719,83.91,88.931,1406580,121682840.0,4163,0.0145,3.4389352798,8459269928.4,9778076553.36,1,88.149
1116,002230.XSHE,002230,科大讯飞,XSHE,2012-12-06,88.931,25.86,89.687,91.063,89.172,89.825,988201,87468272.0,2707,0.0102,3.4389352798,8544320592.8,9876386681.12,1,90.189
1117,002230.XSHE,002230,科大讯飞,XSHE,2012-12-07,89.825,26.12,89.103,91.132,88.725,90.375,645783,57161456.0,2183,0.0067,3.4389352798,8596659463.2,9936885221.28,1,90.192
1118,002230.XSHE,002230,科大讯飞,XSHE,2012-12-10,90.375,26.28,90.134,93.539,90.1,91.441,909181,82334192.0,2431,0.0094,3.4389352798,8698066024.6,10054101142.8,1,92.274
1119,002230.XSHE,002230,科大讯飞,XSHE,2012-12-11,91.441,26.59,91.544,92.335,88.725,89.412,662853,58737156.0,2304,0.0068,3.4389352798,8505066440.0,9831012776.0,1,90.291
1120,002230.XSHE,002230,科大讯飞,XSHE,2012-12-12,89.412,26.0,89.412,89.584,86.696,87.349,681740,58826600.0,2594,0.007,3.4389352798,8308795676.0,9604143250.4,1,87.924
1121,002230.XSHE,002230,科大讯飞,XSHE,2012-12-13,87.349,25.4,87.521,88.621,85.698,88.484,737457,62983284.0,2221,0.0076,3.4389352798,8416744596.2,9728921489.48,1,87.024
1122,002230.XSHE,002230,科大讯飞,XSHE,2012-12-14,88.484,25.73,88.037,93.539,87.899,91.888,1266821,113483152.0,3655,0.0131,3.4389352798,8740591356.8,10103256206.7,1,91.278
1123,002230.XSHE,002230,科大讯飞,XSHE,2012-12-17,91.888,26.72,91.82,91.923,83.222,90.1,2408862,208024656.0,6689,0.0249,3.4389352798,8570490028.0,9906635951.2,1,87.994
1124,002230.XSHE,002230,科大讯飞,XSHE,2012-12-18,90.1,26.2,89.0,89.894,88.037,88.381,777983,67775584.0,2965,0.008,3.4389352798,8406931058.0,9717578013.2,1,88.767
1125,002230.XSHE,002230,科大讯飞,XSHE,2012-12-19,88.381,25.7,88.381,93.814,87.693,93.333,1676932,150662688.0,5590,0.0173,3.4389352798,8877980891.6,10262064874.6,1,91.546
1126,002230.XSHE,002230,科大讯飞,XSHE,2012-12-20,93.333,27.14,92.817,94.227,91.888,92.817,895905,81778616.0,3273,0.0092,3.4389352798,8828913200.6,10205347493.2,1,93.01
1127,002230.XSHE,002230,科大讯飞,XSHE,2012-12-21,92.817,26.99,92.851,96.29,92.507,95.362,1406931,131340496.0,4762,0.0145,3.4389352798,9070980476.2,10485153241.5,1,95.121
1128,002230.XSHE,002230,科大讯飞,XSHE,2012-12-24,95.362,27.73,95.362,98.732,94.708,97.735,1232094,118307616.0,3361,0.0127,3.4389352798,9296691854.8,10746053195.9,1,97.841
1129,002230.XSHE,002230,科大讯飞,XSHE,2012-12-25,97.735,28.42,96.978,99.626,96.668,97.769,1251172,120154832.0,3840,0.0129,3.4389352798,9299963034.2,10749834354.7,1,97.853
1130,002230.XSHE,002230,科大讯飞,XSHE,2012-12-26,97.769,28.43,97.631,99.213,96.29,99.007,1691259,162732560.0,4919,0.0174,3.4389352798,9417725492.6,10885956070.0,1,98.043
1131,002230.XSHE,002230,科大讯飞,XSHE,2012-12-27,99.007,28.79,98.388,101.105,98.147,100.245,1758093,172323872.0,5680,0.0181,3.4389352798,9535487951.0,11022077785.4,1,99.874
1132,002230.XSHE,002230,科大讯飞,XSHE,2012-12-28,100.245,29.15,100.073,102.033,99.729,101.999,1462850,144979472.0,3780,0.0151,3.4389352798,9702318100.4,11214916882.2,1,100.985
